round_num,time_elapsed,tick,map_name,round_time_elapsed,round_time_remaining,time_phase,t_players_alive,ct_players_alive,player_count_advantage,t_total_hp,ct_total_hp,t_avg_hp,ct_avg_hp,t_total_armor,ct_total_armor,t_equipment_value,ct_equipment_value,t_avg_equipment_value,ct_avg_equipment_value,equipment_advantage,equipment_advantage_per_player,bomb_planted,time_since_plant,time_until_explosion,bomb_being_defused,t_awp_count,ct_awp_count,awp_advantage,t_rifle_count,ct_rifle_count,rifle_advantage,winning_team,round_duration,match_id
2,10,641,de_inferno,10,105,0,5,5,0,500.0,500.0,100.0,100.0,300.0,400.0,4650,4100,930.0,820.0,550,110.0,0,0.0,0.0,0,0,0,0,0,0,0,CT,57.875,mouz-vs-gentle-mates-m1-inferno-p1
2,20,1281,de_inferno,20,95,0,5,5,0,500.0,500.0,100.0,100.0,300.0,400.0,4650,4600,930.0,920.0,50,10.0,0,0.0,0.0,0,0,0,0,0,0,0,CT,57.875,mouz-vs-gentle-mates-m1-inferno-p1
2,30,1921,de_inferno,30,85,1,5,5,0,500.0,500.0,100.0,100.0,300.0,400.0,4650,4700,930.0,940.0,-50,-10.0,0,0.0,0.0,0,0,0,0,0,0,0,CT,57.875,mouz-vs-gentle-mates-m1-inferno-p1
2,40,2561,de_inferno,40,75,1,5,5,0,500.0,500.0,100.0,100.0,300.0,400.0,4650,4700,930.0,940.0,-50,-10.0,0,0.0,0.0,0,0,0,0,0,0,0,CT,57.875,mouz-vs-gentle-mates-m1-inferno-p1
2,50,3201,de_inferno,50,65,1,3,5,-2,215.0,395.0,71.66666666666667,79.0,192.0,389.0,2600,4400,866.6666666666666,880.0,-1800,-13.333333333333371,0,0.0,0.0,0,0,0,0,0,0,0,CT,57.875,mouz-vs-gentle-mates-m1-inferno-p1
3,10,4345,de_inferno,10,105,0,5,5,0,500.0,500.0,100.0,100.0,0.0,295.0,1000,3700,200.0,740.0,-2700,-540.0,0,0.0,0.0,0,0,0,0,0,0,0,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,20,4985,de_inferno,20,95,0,5,5,0,500.0,500.0,100.0,100.0,400.0,500.0,8600,19450,1720.0,3890.0,-10850,-2170.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,30,5625,de_inferno,30,85,1,5,5,0,500.0,500.0,100.0,100.0,400.0,500.0,10300,20850,2060.0,4170.0,-10550,-2110.0,0,0.0,0.0,0,0,0,0,0,0,0,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,40,6265,de_inferno,40,75,1,5,5,0,464.0,500.0,92.8,100.0,391.0,500.0,10300,20850,2060.0,4170.0,-10550,-2110.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,50,6905,de_inferno,50,65,1,5,5,0,464.0,500.0,92.8,100.0,391.0,500.0,10300,20850,2060.0,4170.0,-10550,-2110.0,0,0.0,0.0,0,0,0,0,0,2,-2,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,60,7545,de_inferno,60,55,1,5,5,0,397.0,500.0,79.4,100.0,378.0,500.0,10300,20850,2060.0,4170.0,-10550,-2110.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,70,8185,de_inferno,70,45,2,4,5,-1,228.0,421.0,57.0,84.2,263.0,489.0,8300,20850,2075.0,4170.0,-12550,-2095.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,80,8825,de_inferno,80,35,2,4,5,-1,228.0,421.0,57.0,84.2,263.0,489.0,8300,20850,2075.0,4170.0,-12550,-2095.0,0,0.0,0.0,0,0,0,0,0,2,-2,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,90,9465,de_inferno,90,25,2,3,5,-2,194.0,421.0,64.66666666666667,84.2,263.0,489.0,6900,20850,2300.0,4170.0,-13950,-1870.0,0,0.0,0.0,0,0,0,0,0,2,-2,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
3,100,10105,de_inferno,100,15,2,3,4,-1,174.0,321.0,58.0,80.25,255.0,389.0,6900,16300,2300.0,4075.0,-9400,-1775.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,113.625,mouz-vs-gentle-mates-m1-inferno-p1
4,10,11617,de_inferno,10,105,0,5,5,0,500.0,500.0,100.0,100.0,0.0,389.0,1000,16150,200.0,3230.0,-15150,-3030.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,82.0,mouz-vs-gentle-mates-m1-inferno-p1
4,20,12257,de_inferno,20,95,0,5,5,0,500.0,500.0,100.0,100.0,0.0,489.0,2500,24150,500.0,4830.0,-21650,-4330.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,82.0,mouz-vs-gentle-mates-m1-inferno-p1
4,30,12897,de_inferno,30,85,1,5,5,0,500.0,500.0,100.0,100.0,0.0,489.0,3100,24450,620.0,4890.0,-21350,-4270.0,0,0.0,0.0,0,0,0,0,0,0,0,CT,82.0,mouz-vs-gentle-mates-m1-inferno-p1
4,40,13537,de_inferno,40,75,1,5,5,0,498.0,500.0,99.6,100.0,0.0,489.0,3100,24450,620.0,4890.0,-21350,-4270.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,82.0,mouz-vs-gentle-mates-m1-inferno-p1
4,50,14177,de_inferno,50,65,1,5,5,0,483.0,500.0,96.6,100.0,0.0,489.0,3100,24450,620.0,4890.0,-21350,-4270.0,0,0.0,0.0,0,0,0,0,0,1,-1,CT,82.0,mouz-vs-gentle-mates-m1-inferno-p1
4,60,14817,de_inferno,60,55,1,5,5,0,483.0,500.0,96.6,100.0,0.0,489.0,3100,24450,620.0,4890.0,-21350,-4270.0,0,0.0,0.0,0,0,0,0,0,3,-3,CT,82.0,mouz-vs-gentle-mates-m1-inferno-p1
4,70,15457,de_inferno,70,45,2,5,4,1,452.0,400.0,90.4,100.0,0.0,389.0,5700,18950,1140.0,4737.5,-13250,-3597.5,0,0.0,0.0,0,0,0,0,1,1,0,CT,82.0,mouz-vs-gentle-mates-m1-inferno-p1
4,80,16097,de_inferno,80,35,2,2,4,-2,199.0,400.0,99.5,100.0,0.0,389.0,1100,18950,550.0,4737.5,-17850,-4187.5,0,0.0,0.0,0,0,0,0,0,0,0,CT,82.0,mouz-vs-gentle-mates-m1-inferno-p1
2,10,641,de_mirage,10,105,0,5,5,0,500.0,500.0,100.0,100.0,300.0,400.0,5350,4200,1070.0,840.0,1150,230.0,0,0.0,0.0,0,0,0,0,0,0,0,T,44.296875,vpprodigy-vs-fire-flux-m1-mirage
2,20,1281,de_mirage,20,95,0,5,5,0,500.0,489.0,100.0,97.8,300.0,394.0,4950,4200,990.0,840.0,750,150.0,0,0.0,0.0,0,0,0,0,0,0,0,T,44.296875,vpprodigy-vs-fire-flux-m1-mirage
2,30,1921,de_mirage,30,85,1,5,4,1,455.0,400.0,91.0,100.0,293.0,300.0,4950,3350,990.0,837.5,1600,152.5,0,0.0,0.0,0,0,0,0,0,0,0,T,44.296875,vpprodigy-vs-fire-flux-m1-mirage
2,40,2561,de_mirage,40,75,1,5,2,3,372.0,186.0,74.4,93.0,286.0,200.0,4750,1800,950.0,900.0,2950,50.0,0,0.0,0.0,0,0,0,0,0,0,0,T,44.296875,vpprodigy-vs-fire-flux-m1-mirage
3,10,3476,de_mirage,10,105,0,5,5,0,500.0,500.0,100.0,100.0,486.0,0.0,7700,1000,1540.0,200.0,6700,1340.0,0,0.0,0.0,0,0,0,0,0,0,0,T,100.5,vpprodigy-vs-fire-flux-m1-mirage
3,20,4116,de_mirage,20,95,0,5,5,0,500.0,500.0,100.0,100.0,500.0,0.0,17450,1200,3490.0,240.0,16250,3250.0,0,0.0,0.0,0,0,0,0,0,0,0,T,100.5,vpprodigy-vs-fire-flux-m1-mirage
3,30,4756,de_mirage,30,85,1,5,5,0,500.0,500.0,100.0,100.0,500.0,0.0,20150,1200,4030.0,240.0,18950,3790.0,0,0.0,0.0,0,0,0,0,0,0,0,T,100.5,vpprodigy-vs-fire-flux-m1-mirage
3,40,5396,de_mirage,40,75,1,5,5,0,446.0,500.0,89.2,100.0,474.0,0.0,20150,1200,4030.0,240.0,18950,3790.0,0,0.0,0.0,0,0,0,0,0,0,0,T,100.5,vpprodigy-vs-fire-flux-m1-mirage
3,50,6036,de_mirage,50,65,1,5,5,0,446.0,500.0,89.2,100.0,474.0,0.0,20150,1200,4030.0,240.0,18950,3790.0,0,0.0,0.0,0,0,0,0,0,0,0,T,100.5,vpprodigy-vs-fire-flux-m1-mirage
3,60,6676,de_mirage,60,55,1,5,5,0,446.0,500.0,89.2,100.0,474.0,0.0,20150,1200,4030.0,240.0,18950,3790.0,0,0.0,0.0,0,0,0,0,0,0,0,T,100.5,vpprodigy-vs-fire-flux-m1-mirage
3,70,7316,de_mirage,70,45,2,5,5,0,446.0,500.0,89.2,100.0,474.0,0.0,20150,1200,4030.0,240.0,18950,3790.0,0,0.0,0.0,0,0,0,0,0,0,0,T,100.5,vpprodigy-vs-fire-flux-m1-mirage
